IND,SP,SF,INA,INDrw,SPrw,SFrw,INArw,type,thresh,trial
0.32366755156218097,0.5827923390948293,0.07245253499409221,0.34328358208955223,0.32530120481927716,0.58695650369131,0.05389610229001529,0.3373493975903614,subgroup-fair,0.5,0
0.0,2.5083610744047746e-09,0.11353890199904842,0.48756218905472637,0.1686746987951807,0.3572267775265435,0.44862678394368233,0.536144578313253,instant-fair,0.5,0
0.2248062015503876,0.41685921465798537,0.046052646076195636,0.3880597014925373,0.2361111111111111,0.449360221491046,0.17289534925499395,0.4166666666666667,subgroup-fair,0.5,1
0.0,8.974358589597387e-09,0.07655038981625445,0.4925373134328358,0.16666666666666663,0.3449883312415684,0.4444444162808665,0.5347222222222222,instant-fair,0.5,1
0.15003074400491906,0.20628182555085983,0.20609926957728786,0.3582089552238806,0.1463414634146341,0.1973570216939174,0.21509569789210692,0.35365853658536583,subgroup-fair,0.5,2
0.0,2.0639834286129144e-09,0.14295962310566873,0.5373134328358209,0.18292682926829273,0.40796962176345913,0.5960320067864162,0.5670731707317073,instant-fair,0.5,2
0.34381338742393514,0.5776643838308466,0.3789703744973736,0.2935323383084577,0.37647058823529406,0.6487346145728856,0.3722305625028417,0.2823529411764706,subgroup-fair,0.5,3
0.02352941176470591,0.05555555518973969,0.1420855838933287,0.5124378109452736,0.17647058823529416,0.3945578073876512,0.3983193129289372,0.5705882352941176,instant-fair,0.5,3
0.14084934277047517,0.2523157972543865,0.06621777538523377,0.38308457711442784,0.2325581395348838,0.43804346539579436,0.04143205980213116,0.3953488372093023,subgroup-fair,0.5,4
0.0,3.220611777265958e-09,0.06531850433478059,0.4975124378109453,0.15116279069767447,0.3119565109629021,0.4179184703049761,0.5290697674418605,instant-fair,0.5,4
0.3993646238983398,0.7360527345190772,0.014845326024171879,0.3383084577114428,0.3780487804878049,0.7109250173805963,0.02506252000090059,0.38414634146341464,subgroup-fair,0.5,5
0.0,2.9761902942126994e-09,0.11477761897209454,0.5174129353233831,0.1707317073170732,0.3602941026400215,0.5828038217154872,0.5365853658536586,instant-fair,0.5,5
0.3235794849968079,0.5716517412600379,0.21662079956902847,0.34328358208955223,0.33783783783783783,0.596465174404116,0.22636056353782208,0.35135135135135137,subgroup-fair,0.5,6
0.0,3.6065572750487718e-09,0.1953607153365074,0.5522388059701493,0.1216216216216216,0.28833331448135,0.6791637271561233,0.581081081081081,instant-fair,0.5,6
0.3876842105263158,0.6551392613455158,0.1221718292729932,0.31840796019900497,0.3815789473684211,0.6528439824166018,0.14550119294398267,0.32894736842105265,subgroup-fair,0.5,7
0.0,2.131287257789438e-09,0.19726315835264263,0.48258706467661694,0.1842105263157895,0.4318840338120897,0.49993934638617116,0.5592105263157895,instant-fair,0.5,7
