IND,SP,SF,INA,INDrw,SPrw,SFrw,INArw,type,thresh,trial
0.17830075787794186,0.32468891202992445,0.17774501772875972,0.40298507462686567,0.19565217391304357,0.36116689585598627,0.19123333502102902,0.41304347826086957,COMPAS,20,0
0.3119266055045872,0.3867924467775274,0.10415174233154034,0.6268656716417911,0.32608695652173914,0.3773049540229466,0.12531556021646864,0.6195652173913043,fnr,20,0
0.25,0.5227163923755433,0.4847759462682884,0.5522388059701493,0.25,0.5227163890212458,0.48188404275624935,0.5597826086956522,fpr,20,0
0.08735540486637405,0.12198473449549824,0.11988301801797122,0.6019900497512438,0.08695652173913038,0.10280329665651577,0.09320173392860903,0.5978260869565217,weighted,20,0
0.08735540486637405,0.12198473449549824,0.11988301801797122,0.6019900497512438,0.08695652173913038,0.10280329665651577,0.09320173392860903,0.5978260869565217,RejectOption,20,0
0.08735540486637405,0.12198473449549824,0.11988301801797122,0.6019900497512438,0.08695652173913038,0.10280329665651577,0.09320173392860903,0.5978260869565217,EqOddsPostprocessing,20,0
0.17830075787794186,0.32468891202992445,0.17774501772875972,0.40298507462686567,0.18478260869565222,0.34216414543018364,0.062006632474097656,0.3967391304347826,COMPAS,27,0
0.42201834862385323,0.41745282368386805,0.12681158855745106,0.6368159203980099,0.42391304347826086,0.39479904356930307,0.1503807158680962,0.625,fnr,27,0
0.25,0.5227163923755433,0.4847759462682884,0.5522388059701493,0.25,0.5227163890212458,0.48188404275624935,0.5597826086956522,fpr,27,0
0.21410051854806544,0.255276429130217,0.0820568354117917,0.6517412935323383,0.2282608695652174,0.24578893637563615,0.06089301752686341,0.6467391304347826,weighted,27,0
0.21410051854806544,0.255276429130217,0.0820568354117917,0.6517412935323383,0.2282608695652174,0.24578893637563615,0.06089301752686341,0.6467391304347826,RejectOption,27,0
0.21410051854806544,0.255276429130217,0.0820568354117917,0.6517412935323383,0.2282608695652174,0.24578893637563615,0.06089301752686341,0.6467391304347826,EqOddsPostprocessing,27,0
0.15686078978859197,0.28282083024102017,0.08289497314223104,0.373134328358209,0.18478260869565222,0.34216414543018364,0.062006632474097656,0.3967391304347826,COMPAS,33,0
0.6055045871559632,0.44407007405405663,0.08993626349649173,0.6467661691542289,0.6304347826086957,0.4075650009336207,0.11722814290615943,0.6304347826086957,fnr,33,0
0.75,0.2089909058403263,0.23839913292632225,0.5671641791044776,0.25,0.5227163890212458,0.48188404275624935,0.5597826086956522,fpr,33,0
0.2589748703629837,0.2715896043722546,0.1634669508535283,0.6616915422885572,0.26086956521739135,0.24893582425768962,0.13989782354288316,0.6521739130434783,weighted,33,0
0.24810530514559237,0.24719936106469959,0.13477305975365939,0.6666666666666666,0.25,0.2245455809501346,0.11120393244301424,0.657608695652174,RejectOption,33,0
0.24810530514559237,0.24719936106469959,0.13477305975365939,0.6666666666666666,0.25,0.2245455809501346,0.11120393244301424,0.657608695652174,EqOddsPostprocessing,33,0
0.21729158356601513,0.3976172980010388,0.023550076876354797,0.35323383084577115,0.2391304347826087,0.44436845693312066,0.019911770332214362,0.3695652173913043,COMPAS,40,0
0.7064220183486238,0.3099730415798574,0.18097119485066612,0.6119402985074627,0.7282608695652174,0.2510638223984475,0.2373328883431654,0.592391304347826,fnr,40,0
0.25,0.5227163923755433,0.4847759462682884,0.5522388059701493,0.25,0.5227163890212458,0.48188404275624935,0.5597826086956522,fpr,40,0
0.30384922217790183,0.2439046935539499,0.16324313949678487,0.681592039800995,0.31521739130434784,0.20713899964299293,0.12790072933351826,0.6684782608695652,weighted,40,0
0.24810530514559237,0.24719936106469959,0.13477305975365939,0.6666666666666666,0.29347826086956524,0.2023565990882253,0.13892338766394513,0.6684782608695652,RejectOption,40,0
0.24810530514559237,0.24719936106469959,0.13477305975365939,0.6666666666666666,0.29347826086956524,0.2023565990882253,0.13892338766394513,0.6684782608695652,EqOddsPostprocessing,40,0
0.21729158356601513,0.3976172980010388,0.023550076876354797,0.35323383084577115,0.2391304347826087,0.44436845693312066,0.019911770332214362,0.3695652173913043,COMPAS,47,0
0.7064220183486238,0.3099730415798574,0.18097119485066612,0.6119402985074627,0.7282608695652174,0.2510638223984475,0.2373328883431654,0.592391304347826,fnr,47,0
0.25,0.5227163923755433,0.4847759462682884,0.5522388059701493,0.75,0.20899090925977903,0.23550723110953647,0.5706521739130435,fpr,47,0
0.30384922217790183,0.2439046935539499,0.16324313949678487,0.681592039800995,0.31521739130434784,0.20713899964299293,0.12790072933351826,0.6684782608695652,weighted,47,0
0.28211009174311924,0.23912229299918225,0.17426579782721174,0.681592039800995,0.29347826086956524,0.2023565990882253,0.13892338766394513,0.6684782608695652,RejectOption,47,0
0.28211009174311924,0.23912229299918225,0.17426579782721174,0.681592039800995,0.29347826086956524,0.2023565990882253,0.13892338766394513,0.6684782608695652,EqOddsPostprocessing,47,0
0.2468089349820503,0.4465154106262976,0.05917271246876388,0.29850746268656714,0.27173913043478265,0.49973780306649207,0.08099263461216777,0.30978260869565216,COMPAS,53,0
0.7064220183486238,0.3099730415798574,0.18097119485066612,0.6119402985074627,0.7282608695652174,0.2510638223984475,0.2373328883431654,0.592391304347826,fnr,53,0
0.75,0.2089909058403263,0.23839913292632225,0.5671641791044776,0.75,0.20899090925977903,0.23550723110953647,0.5706521739130435,fpr,53,0
